evaluation,split_id,repeat,fold,strategy,test_rows,mae,rmse,primary_fallback_percentage
repeated_random_cv,44,9,4.0,neighborhood_median,488,12.21311475409836,18.88562967435085,0.0
repeated_random_cv,44,9,4.0,lot_config_median,488,15.514344262295081,20.777756470187686,0.0
repeated_random_cv,44,9,4.0,hierarchical_median,488,11.056352459016393,17.48551801245632,0.0
repeated_random_cv,44,9,4.0,model_based_hgb,488,7.610734633779668,11.64516851213847,
repeated_random_cv,45,9,5.0,global_median,488,16.008196721311474,22.139368539871736,0.0
repeated_random_cv,45,9,5.0,neighborhood_median,488,11.82172131147541,18.99997303708182,0.0
repeated_random_cv,45,9,5.0,lot_config_median,488,15.305327868852459,21.135637296623592,0.0
repeated_random_cv,45,9,5.0,hierarchical_median,488,11.471311475409836,18.48595501419619,0.20491803278688525
repeated_random_cv,45,9,5.0,model_based_hgb,488,7.966128076982739,12.907017309937421,
repeated_random_cv,46,10,1.0,global_median,488,16.100409836065573,21.563811138564354,0.0
repeated_random_cv,46,10,1.0,neighborhood_median,488,12.138319672131148,18.613643528601166,0.0
repeated_random_cv,46,10,1.0,lot_config_median,488,15.325819672131148,20.630780362377372,0.0
repeated_random_cv,46,10,1.0,hierarchical_median,488,11.201844262295081,17.725233818892946,0.819672131147541
repeated_random_cv,46,10,1.0,model_based_hgb,488,8.38471307380436,13.275926575617543,
repeated_random_cv,47,10,2.0,global_median,488,16.639344262295083,24.460825153970475,0.0
repeated_random_cv,47,10,2.0,neighborhood_median,488,12.12704918032787,21.451025998619333,0.0
repeated_random_cv,47,10,2.0,lot_config_median,488,16.37909836065574,23.839327267986484,0.0
repeated_random_cv,47,10,2.0,hierarchical_median,488,11.90266393442623,21.133928416834124,0.6147540983606558
repeated_random_cv,47,10,2.0,model_based_hgb,488,8.218518534839545,15.567396414536029,
repeated_random_cv,48,10,3.0,global_median,488,17.528688524590162,26.276274906287984,0.0
repeated_random_cv,48,10,3.0,neighborhood_median,488,13.843237704918034,24.09415232436095,0.0
repeated_random_cv,48,10,3.0,lot_config_median,488,17.07172131147541,25.738159779837776,0.0
repeated_random_cv,48,10,3.0,hierarchical_median,488,12.875,22.980502248788152,0.819672131147541
repeated_random_cv,48,10,3.0,model_based_hgb,488,8.993600337146768,17.064643083094825,
